Indicador11,Municipio,Sexo,Grupo_Etareo,Año,Valor1
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 15 a 19 Años,2014,14.55
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 15 a 19 Años,2015,19.64
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 15 a 19 Años,2016,48.72
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 15 a 19 Años,2017,23.38
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 15 a 19 Años,2018,18.75
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 15 a 19 Años,2019,31.09
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 15 a 19 Años,2020,27.08
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 15 a 19 Años,2021,39.47
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 15 a 19 Años,2022,25.53
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 15 a 19 Años,2023,47.06
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 15 a 19 Años,2024,53.4
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 20 a 24 Años,2009,4
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 20 a 24 Años,2010,7.69
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 20 a 24 Años,2011,3.13
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 20 a 24 Años,2012,7.32
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 20 a 24 Años,2013,2.44
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 20 a 24 Años,2014,8.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 20 a 24 Años,2015,18.03
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 20 a 24 Años,2016,28.57
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 20 a 24 Años,2017,26
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 20 a 24 Años,2018,14.06
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 20 a 24 Años,2019,18.75
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 20 a 24 Años,2020,18
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 20 a 24 Años,2021,30
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 20 a 24 Años,2022,11.11
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 20 a 24 Años,2023,25.3
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 20 a 24 Años,2024,24.36
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 25 a 29 Años,2009,1.49
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 25 a 29 Años,2010,7.55
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 25 a 29 Años,2011,3.7
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 25 a 29 Años,2012,4
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 25 a 29 Años,2013,6.52
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 25 a 29 Años,2014,7.84
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 25 a 29 Años,2015,4.69
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 25 a 29 Años,2016,16.22
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 25 a 29 Años,2017,5.88
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 25 a 29 Años,2018,5.88
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 25 a 29 Años,2019,11.76
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 25 a 29 Años,2020,14.29
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 25 a 29 Años,2021,29.03
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 25 a 29 Años,2022,23.08
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 25 a 29 Años,2023,27.94
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 25 a 29 Años,2024,20.55
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 30 a 34 Años,2010,4.17
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 30 a 34 Años,2012,2.27
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 30 a 34 Años,2013,7.55
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 30 a 34 Años,2014,1.96
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 30 a 34 Años,2015,10.71
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 30 a 34 Años,2016,14.81
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 30 a 34 Años,2017,6.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 30 a 34 Años,2018,9.23
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 30 a 34 Años,2019,12.16
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 30 a 34 Años,2020,16.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 30 a 34 Años,2021,16
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 30 a 34 Años,2022,17.54
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 30 a 34 Años,2023,20.55
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 30 a 34 Años,2024,33.72
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 35 a 39 Años,2009,2.13
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 35 a 39 Años,2010,1.96
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 35 a 39 Años,2012,2.7
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 35 a 39 Años,2013,4.65
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 35 a 39 Años,2014,4.55
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 35 a 39 Años,2015,8.93
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 35 a 39 Años,2016,8.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 35 a 39 Años,2017,10
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 35 a 39 Años,2018,9.38
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 35 a 39 Años,2019,11.76
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 35 a 39 Años,2020,14.71
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 35 a 39 Años,2021,10.53
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 35 a 39 Años,2022,22.22
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 35 a 39 Años,2023,22.97
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 35 a 39 Años,2024,28.36
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 40 a 44 Años,2009,1.72
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 40 a 44 Años,2010,3.03
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 40 a 44 Años,2012,3.23
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 40 a 44 Años,2014,5.56
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 40 a 44 Años,2015,10.64
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 40 a 44 Años,2016,11.76
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 40 a 44 Años,2017,5.66
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 40 a 44 Años,2018,12.5
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 40 a 44 Años,2019,9.52
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 40 a 44 Años,2020,9.09
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 40 a 44 Años,2021,14.81
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 40 a 44 Años,2022,30.43
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 40 a 44 Años,2023,25.61
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Sonson,Total,De 40 a 44 Años,2024,23.88
